price
46319.65109
47816.07768
47387.21217
46531.14086
45938.02427
43647.14751
43216.45868
41527.19704
41756.66232
41862.36099
41869.85906
42777.21102
43981.87733
42608.41001
43120.85451
43226.65027
43119.79214
42298.34112
42395.45879
41749.55143
40707.68241
36508.79979
35180.43546
36306.40944
36774.00714
36988.92851
36870.44017
37276.83956
37852.57903
38232.17873
37983.1515
38555.53446
38835.69494
37000.9825
37101.35159
41673.83955
41493.69005
42475.54322
43910.92999
44184.44751
44383.88806
43628.13953
42445.38877
42254.73812
42247.83595
42634.57378
44574.32057
44063.28198
40562.98695
40073.49536
40192.75912
38514.00854
37059.9794
38337.20386
37372.29268
38363.34549
39316.16208
39090.20215
37803.59016
43225.40468
44459.59163
43980.70738
42491.97839
39200.29974
39463.14681
38442.99175
38076.49382
38732.93701
41986.03445
39468.35477
38775.17559
38903.69355
37852.52514
39669.42381
39331.84654
41165.63506
41001.70958
41837.41314
42201.93992
41283.259
41061.81589
42401.8956
42802.15471
43936.09623
44331.77796
44510.84422
46715.11762
46994.87912
47459.26124
47063.36585
45528.40715
46270.20071
45842.14476
46434.56298
46622.63571
45635.45438
43198.77527
43515.15032
42315.70972
42796.39748
42274.90737
39603.96516
40205.67794
41205.16872
39959.45707
40586.59731
40450.37931
39739.11926
40833.53797
41498.12245
41397.22048
40528.54149
39756.84899
39561.78019
39469.04986
40488.87792
38134.21545
39237.94932
39741.76665
38650.55014
37820.61177
38537.65477
38561.5654
37758.49611
39699.02404
36612.22955
36116.39429
35573.3102
34070.3122
30269.58696
31026.93387
28913.48836
29126.11598
29310.72896
30189.33318
31319.30911
29923.60699
30502.19328
28772.2005
30382.40624
29256.81337
29491.50795
30351.05042
29163.16778
29655.02613
29584.94985
29346.78144
28646.65218
29088.23645
29492.50321
31740.94073
31865.74962
29833.45033
30481.014
29714.14349
29872.36031
29917.76405
31372.58476
31265.46928
30229.23684
30101.18752
29101.29826
28374.145
26767.26917
22525.76835
22244.84897
22529.19811
20408.69049
20473.05288
19047.41783
20516.41198
20636.75891
20700.92393
19983.56648
21100.27053
21262.71348
21525.88036
21052.8054
20751.47753
20282.54248
20108.52947
19608.39749
19407.44743
19268.227
19310.23322
20257.01233
20188.77966
20566.68722
21660.59684
21858.81875
21589.6281
20859.81408
19998.46784
19350.73735
20225.23866
20574.84059
20794.81198
21193.08334
20824.36275
22395.36538
23366.9077
23313.29673
23155.20756
22696.90275
22506.19957
22613.71921
21330.29545
21235.61232
22908.88426
23822.0676
23847.58332
23653.45955
23379.70053
23333.74924
23053.84685
22860.42098
22678.36363
23225.0362
22984.57953
23197.60347
23823.67944
23203.6807
23948.82955
23948.7517
24411.37987
24433.65375
24312.54142
24179.01465
23913.33373
23359.41884
23248.38423
20945.83397
21175.23273
21615.76169
21387.74711
21562.45154
21395.45847
21618.00902
20271.32295
20069.95333
19659.24671
20308.86145
19805.3507
20023.55444
20153.97598
19941.45137
19814.56425
19980.01322
19785.7335
18859.50009
19280.62548
19322.77775
21359.58253
21707.38732
21739.80438
22339.6705
20184.96749
20255.92298
19702.16989
19764.41171
20131.67531
19437.15787
19570.38671
18869.92881
18539.63524
19464.32266
19291.9048
18939.97058
18809.41144
19219.72778
19116.33116
19444.78777
19563.76516
19476.9266
19314.46384
19065.15384
19620.56754
20345.39852
20161.83061
19949.05104
19457.30895
19418.03799
19448.149
19142.69477
19058.62804
19153.03978
19383.94322
19198.10714
19072.78051
19272.92185
19557.89555
19348.02937
19134.24266
19031.15987
19173.28047
19203.86547
19574.82423
19316.94062
20095.15223
20774.2475
20278.36623
20591.24121
20800.70709
20623.8715
20494.60121
20489.6462
20162.9809
20210.91242
21150.31558
21282.98511
20906.99793
20597.75502
18562.35322
15742.44434
17594.9235
17080.21526
16797.98748
16344.34232
16645.8285
16890.52938
16689.39673
16718.36123
16707.02278
16712.72953
16304.07686
15814.33528
16171.62898
16608.00999
16596.03576
16524.44901
16456.15606
16459.14954
16222.21073
16441.97998
17186.50257
16972.73406
17084.87334
16923.38287
17149.93175
16973.37258
17085.64314
16851.30347
17235.01416
17149.8242
17125.36493
17101.03802
17179.59604
17784.16289
17808.71617
17338.35813
16623.75783
16806.48559
16742.81666
16422.56227
16899.33197
16816.8537
16824.79016
16791.45544
16848.56871
16842.17704
16900.08187
16701.84021
16538.90609
16644.37909
16604.02052
16540.69362
16615.96932
16674.34254
16677.64619
16855.17474
16832.09899
16960.23206
16950.86152
17074.6154
17194.90933
17436.90233
17996.83255
18866.81033
19941.78054
21019.20661
20853.23057
21175.33774
21156.78393
20726.84497
21081.67102
22705.83368
22771.02329
22736.66143
22984.87498
22610.0106
23180.4227
23024.74618
23082.85838
23022.23299
23797.46089
22840.38586
23137.32355
23725.1618
23539.67677
23451.57765
23340.34959
22946.28658
22786.48301
23294.91365
22947.50783
21820.88651
21630.13298
21889.43208
21779.8744
21807.83427
22220.071
24307.8751
23756.90728
24628.82455
24642.79087
24284.478
24786.66594
24417.38704
24146.10136
23951.11098
23172.28654
23157.03811
23541.11585
23518.12391
23155.54375
23634.33349
23464.33654
22367.43302
22348.32992
22421.88581
22415.11366
22217.20988
21712.65119
20376.32001
20195.22895
20521.55615
22095.7134
24178.95533
24758.76509
24470.88205
25161.27202
27466.67783
27107.79218
28186.84265
27929.16773
28264.23961
27449.25483
28459.73511
27595.49475
27670.1995
28048.46998
27182.29956
27291.35002
28394.99778
28041.12308
28516.78473
28498.94463
28236.50874
27815.42653
28175.33033
28197.20034
28042.98339
27934.43871
27968.12805
28351.23699
29657.97414
30260.93611
29904.13869
